hospitalName,evaluation,address
박정열이비인후과의원,2등급,경상남도 진주시 촉석로190번길 12 (대안동)
박정운의원,3등급,울산광역시 동구 꽃바위로 311 (방어동)
박정현소아과의원,3등급,충청북도 청주시 상당구 중흥로 54 2층 (용암동)
박정형외과의원,1등급,전라남도 장성군 장성읍 역전로 52 (장성읍)
박정형외과의원,3등급,서울특별시 종로구 종로 339 3층 (창신동)
박정훈이비인후과의원,2등급,충청남도 논산시 해월로 165 2층 (반월동)
박정희내과의원,1등급,경기도 의정부시 시민로 80 (의정부동)
박종남내과의원,1등급,부산광역시 사하구 장평로 298 (신평동)
박종서내과의원,5등급,"경기도 남양주시 경춘로1308번길 2 3층 (평내동, 천마빌딩)"
박종성내과의원,1등급,부산광역시 금정구 서동로 165 (서동)
박종영소아청소년과의원,1등급,서울특별시 강동구 천호대로 1195 201호 (길동)
박종오내과의원,1등급,"서울특별시 강서구 양천로57길 16 2층 (가양동, 영보빌딩)"
박종진이비인후과의원,5등급,서울특별시 강남구 일원로 33 (일원동)
박종환의행복을드리는의원,3등급,경기도 고양시 덕양구 호국로 851 2층 (성사동)
박주형내과의원,1등급,광주광역시 광산구 하남대로 288 2층 (운남동)
박준식이비인후과의원,1등급,대구광역시 중구 동덕로 141 2층 (삼덕동2가)
박준호내과의원,1등급,대구광역시 동구 송라로 81 2층 (신천동)
박중진내과의원,1등급,대전광역시 동구 대전천동로 576 (중동)
박지영소아청소년과의원,5등급,경상남도 통영시 광도면 죽림1로 17-51 (동성프라자)
박지현소아청소년과의원,4등급,울산광역시 울주군 범서읍 장검길 79 (굴화장검지구7B 3L)
박지훈내과의원,1등급,"경기도 고양시 일산서구 후곡로 22 302,303호 (일산동, 신일상가)"
박진녕소아청소년과의원,5등급,"경기도 용인시 기흥구 구성로 88 (언남동, 국민은행)"
박진복이비인후과의원,4등급,"부산광역시 북구 금곡대로 287 (화명동, 삼한골든뷰)"
박진소아청소년과의원,3등급,서울특별시 영등포구 대림로 157 (대림동)
박진아소아청소년과의원,3등급,"경기도 파주시 새꽃로 62 303호 (금촌동, 베스트프라자)"
박진우내과의원,2등급,부산광역시 기장군 정관면 정관로 570 201호 (대한빌딩 2차)
박진훈의원,2등급,부산광역시 동구 진성로 15 2층3층 (수정동)
박찬권내과의원,5등급,대전광역시 동구 동부로73번길 6 (판암동)
박찬메디칼의원,4등급,대구광역시 수성구 교학로 36 2층 (만촌동)
박찬문내과의원,2등급,서울특별시 관악구 남부순환로 1595 (신림동)
박찬복내과의원,1등급,부산광역시 수영구 수영로 581 3층 (광안동)
박찬연이비인후과의원,4등급,전라남도 목포시 옥암로 129 2층 (상동)
박찬옥소아과의원,4등급,서울특별시 중랑구 망우로 198 4층 (상봉동)
박찬이비인후과의원,2등급,서울특별시 마포구 창전로 60 4층 (구수동)
박찬정소아청소년과의원,1등급,"경상북도 포항시 남구 효자동길 8 에이동 202호 (효자동, 효곡상가)"
박찬현내과의원,4등급,서울특별시 서초구 동산로 78 (양재동)
박찬흠마취통증의학과의원,4등급,"경상남도 창원시 의창구 의창대로62번길 2 (팔용동, 동영오피스)"
박창민가정의학과의원,2등급,울산광역시 남구 신정로 33 3층 (달동)
박창순내과의원,1등급,대구광역시 동구 동촌로 229 (방촌동)
박창진이비인후과의원,1등급,대구광역시 수성구 지범로 105 (지산동)
박창현내과의원,1등급,전라남도 목포시 청호로 128-1 (산정동)
박천수정형외과의원,1등급,전라북도 전주시 완산구 온고을로 66 (서신동)
박철민내과의원,4등급,충청북도 제천시 용두천로 86-1 (2층)동 (남천동)
박철수내과의원,1등급,서울특별시 구로구 개봉로 32-1 1층 (개봉동)
박촌메디스의원,1등급,"인천광역시 계양구 장제로1009번길 1 2층,3층 (박촌동)"
박춘식산부인과의원,5등급,서울특별시 관악구 난곡로 274 (신림동)
박쾌종소아과의원,1등급,대전광역시 유성구 엑스포로 481 (전민동)
박태군내과의원,3등급,"서울특별시 동작구 사당로 196 302호 (사당동, 거목프리미엄상가)"
박태규내과의원,1등급,대구광역시 남구 대명로 123 (대명동)
박태욱미소내과의원,1등급,충청남도 천안시 서북구 충무로 178 4층 (쌍용동)
박태응내과의원,5등급,"서울특별시 용산구 원효로53길 1 (원효로2가, 박태응내과의원)"
박태준내과의원,1등급,경상남도 거제시 거제중앙로 1916 (고현동)
박항이비인후과의원,5등급,"경기도 구리시 건원대로 92 304호 (인창동, 상업13지구신아월드코아)"
박해일내과의원,2등급,부산광역시 영도구 동삼로 25 (동삼동)
박해일정형외과의원,3등급,"경기도 성남시 수정구 수정로 322 2,3층 (산성동)"
박현수이비인후과의원,4등급,서울특별시 구로구 개봉로 9 (개봉동)
박현수정형외과의원,4등급,"인천광역시 부평구 수변로 8 202,204,205,206호 (부개동, 파워프라자)"
박현숙소아과의원,2등급,서울특별시 노원구 동일로 1024 (공릉동)
박현용내과의원,1등급,부산광역시 남구 용호로 141 5층 (용호동)
박현우소아청소년과의원,5등급,"경상남도 김해시 삼계로 250 204호 (삼계동, 분성마을2단지부영아파트상가)"
박현태내과의원,2등급,서울특별시 강남구 개포로 224 (개포동)
박형근내과의원,2등급,"경기도 군포시 산본로323번길 16-36 4층 (산본동, 삼정빌딩)"
박형선이비인후과의원,3등급,광주광역시 광산구 사암로 256 2층 (월곡동)
박형준내과의원,4등급,부산광역시 연제구 과정로 220-1 (연산동)
박혜경내과의원,1등급,"부산광역시 해운대구 센텀2로 10 702호 (우동, 센텀메디컬센터)"
박혜의원,5등급,전라남도 고흥군 고흥읍 학교길 40 (고흥읍)
박호연의원,3등급,"인천광역시 연수구 원인재로 180 309-313호 (연수동, 우성2차상가)"
박호정이비인후과의원,5등급,경기도 고양시 일산서구 일중로 46 (일산동)
박홍석이비인후과의원,1등급,"부산광역시 남구 수영로 203 (대연동, 대연 메디칼센터 301호)"
박홍수내과의원,2등급,"경기도 용인시 처인구 백옥대로 1136 (김량장동,5층, 7층)"
박화영소아청소년과의원,3등급,"서울특별시 노원구 동일로203가길 29 2층 (중계동, 브라운스톤중계)"
박환실비뇨기과의원,1등급,"서울특별시 중구 무교로 17 4층 (무교동, 무교빌딩)"
박효대내과의원,3등급,"서울특별시 종로구 자하문로2길 4 2층 203호 (적선동, 경복빌딩)"
박후근내과의원,2등급,"부산광역시 수영구 수영로 386-1 4층 (남천동, 원탄클리닉)"
박훈영내과의원,3등급,대전광역시 서구 도산로 51 2층 (도마동)
박흥수일반외과의원,5등급,"전라북도 정읍시 중앙로 84 (연지동, 박흥수외과)"
박희령내과의원,1등급,부산광역시 수영구 과정로 61 (망미동)
박희붕외과의원,1등급,"경기도 수원시 권선구 효원로256번길 7 105-108,111,113,114,203-206호 (권선동)"
박희용의원,1등급,"경상남도 창원시 의창구 팔용로 428 (팔용동, 드림피아상가406호)"
박희철내과의원,1등급,경기도 의정부시 신흥로 219 3층 (의정부동)
박희홍의원,3등급,강원도 고성군 거진읍 거탄진로 137 137
반기석소아청소년과의원,1등급,충청북도 충주시 예성로 177 (충인동)
반내과의원,4등급,광주광역시 북구 양일1로 3 2층 (연제동)
반내과의원,4등급,경기도 구리시 동구릉로 91 (인창동)
반도병원,4등급,경상남도 진주시 남강로 701 (장대동)
반도정형외과병원,1등급,서울특별시 중구 동호로 202 (신당동)
반도정형외과의원,1등급,충청남도 태안군 태안읍 중앙로 33 (한국통신)
반디소아청소년과의원,1등급,"경기도 화성시 동탄광역환승로 73 124,125호 (오산동, 동탄역 반도유보라 아이비파크 8.0)"
반딧불의원,4등급,제주특별자치도 제주시 건주로6길 62 백송빌딩 2층 (도련일동)
반림소아청소년과의원,2등급,경상남도 창원시 성산구 반송로 148-6 미건빌딩 3층 301호 (반림동)
반석내과영상의학과의원,3등급,"대전광역시 유성구 반석로 16 6,9층 (반석동, 반석크리닉빌딩)"
반석이비인후과의원,2등급,대전광역시 유성구 반석로 16 (반석동)
반성고려의원,5등급,경상남도 진주시 일반성면 동부로 2004 1층
반성연합의원,4등급,"경상남도 진주시 일반성면 동부로 1945 1,2층"
반송미래의원,2등급,"부산광역시 해운대구 신반송로 171 209호 (반송동, 삼한그린타운상가동)"
반야월연합의원,4등급,대구광역시 동구 반야월로 223 (동호동)
반야월정형외과소아과의원,4등급,대구광역시 동구 반야월로 96 (율하동)
반월제일의원,3등급,"경기도 안산시 상록구 건건1길 27 105호 (건건동, 한일프라자 )"
반이비인후과의원,4등급,광주광역시 동구 충장로안길 42 (황금동)
반이비인후과의원,3등급,광주광역시 남구 서문대로 830 (주월동)
반이비인후과의원,5등급,경기도 안양시 만안구 안양로 262 (안양동)
반종호내과의원,1등급,경기도 의정부시 평화로542번길 10 (의정부동)
반포서울이비인후과의원,3등급,"서울특별시 서초구 서초중앙로 227 6층 (반포동, 진일빌딩)"
반포예원이비인후과의원,3등급,"서울특별시 서초구 신반포로 100 2층 204호 (반포동, 래미안퍼스티지 신반포역상가)"
반포키즈소아청소년과의원,1등급,"서울특별시 서초구 신반포로 257 4층 (잠원동, 뉴타운)"
발곡서울이비인후과의원,5등급,"경기도 의정부시 회룡로 178 2층 207,208호 (장암동, 발곡프라자)"
발산연세내과의원,1등급,"서울특별시 강서구 강서로 385 5층 508, 509, 513호(마곡동, 우성에스비타워) (마곡동)"
발산연세이비인후과의원,5등급,"서울특별시 강서구 강서로 360 203호 (내발산동, 솔레드림)"
발안우리들의원,3등급,경기도 화성시 향남읍 발안남로55번길 27 ()
발안제일의원,1등급,경기도 화성시 향남읍 발안로 103-6 3층
밝은가정의원,3등급,경기도 시흥시 삼미시장4길 8 3층 (신천동)
밝은내과21의원,3등급,전라남도 여수시 새터로 55 (신기동)
밝은내일내과의원,5등급,"서울특별시 금천구 시흥대로 230 3층 303호 (시흥동, 서평빌딩)"
밝은미래산부인과의원,2등급,"서울특별시 양천구 남부순환로 654 4,5,6,9층 (신정동, 에이치앤씨티타워)"
밝은미래소아청소년과의원,1등급,"경기도 의왕시 경수대로 236 2층 (고천동, 한국빌딩)"
밝은미래의원,2등급,강원도 양구군 양구읍 사명길 32 (양구읍)
밝은봄소아청소년과의원,2등급,"서울특별시 동작구 흑석한강로 27 106동  B104호 (흑석동, 흑석한강푸르지오상가)"
밝은비전의원,5등급,경기도 부천시 성지로 87 (원종동)
밝은세상의원,2등급,충청북도 영동군 영동읍 중앙로4길 8 (영동읍)
밝은세상의원,4등급,경기도 수원시 장안구 경수대로 940 일호골든타워 302호 (조원동)
밝은소리이비인후과의원,5등급,"서울특별시 은평구 은평로 170 303호 (응암동, 상현빌딩)"
밝은소아과의원,1등급,서울특별시 관악구 인헌6길 5 (봉천동)
밝은소아청소년과의원,2등급,광주광역시 동구 무등로 386 3층 (계림동)
밝은아이소아청소년과의원,3등급,"경기도 남양주시 늘을2로 26 (호평동, 메인시네마타워502호)"
밝은의원,5등급,광주광역시 서구 상무대로 1046 3층 (화정동)
밝은이비인후과의원,2등급,"대전광역시 서구 대덕대로 183 4층 (둔산동, DS클리닉)"
밤가시연세소아청소년과의원,2등급,경기도 고양시 일산동구 일산로 452 일산프라자 5층 502~503호 (정발산동)
방규태내과의원,4등급,"인천광역시 계양구 경명대로 1074 202,207호 (계산동, 삼환1빌딩)"
방내과의원,4등급,서울특별시 강서구 화곡로 153 (화곡동)
방내과의원,3등급,경기도 수원시 장안구 연무로 54 (연무동)
방내과의원,1등급,서울특별시 도봉구 해등로 123 (창동)
방도석내과의원,2등급,대전광역시 동구 충정로 137 2층 (자양동)
방문권내과의원,1등급,대전광역시 중구 계백로 1613 (유천동)
